Source_Article_ID,Target_Article_ID,Relationship_Type,Strength,Method,Reason,People_Connection,Org_Connection
ART-0334,ART-0381,"shared_person, tag_overlap",0.400,deterministic,"Deterministic match: shared_person, tag_overlap",donald trump,
ART-0334,ART-0382,shared_person,0.300,deterministic,Deterministic match: shared_person,donald trump,
ART-0334,ART-0383,"shared_person, tag_overlap",0.400,deterministic,"Deterministic match: shared_person, tag_overlap",donald trump,
ART-0334,ART-0384,shared_person,0.300,deterministic,Deterministic match: shared_person,donald trump,
ART-0334,ART-0385,"shared_person, shared_organization",0.600,deterministic,"Deterministic match: shared_person, shared_organization",donald trump,u.s. government
ART-0334,ART-0386,shared_person,0.300,deterministic,Deterministic match: shared_person,donald trump,
ART-0334,ART-0387,"shared_person, shared_organization",0.600,deterministic,"Deterministic match: shared_person, shared_organization",donald trump,u.s. government
ART-0334,ART-0388,shared_person,0.300,deterministic,Deterministic match: shared_person,donald trump,
ART-0334,ART-0389,"shared_person, tag_overlap",0.400,deterministic,"Deterministic match: shared_person, tag_overlap",donald trump,
ART-0334,ART-0390,"shared_person, same_category, tag_overlap",0.600,deterministic,"Deterministic match: shared_person, same_category, tag_overlap",donald trump,
ART-0334,ART-0391,shared_person,0.300,deterministic,Deterministic match: shared_person,donald trump,
ART-0334,ART-0392,same_category,0.200,deterministic,Deterministic match: same_category,,
ART-0334,ART-0393,shared_person,0.300,deterministic,Deterministic match: shared_person,donald trump,
ART-0334,ART-0394,shared_person,0.300,deterministic,Deterministic match: shared_person,donald trump,
ART-0334,ART-0395,shared_person,0.300,deterministic,Deterministic match: shared_person,donald trump,
ART-0334,ART-0398,same_category,0.200,deterministic,Deterministic match: same_category,,
ART-0334,ART-0399,shared_person,0.300,deterministic,Deterministic match: shared_person,donald trump,
ART-0334,ART-0400,"shared_person, tag_overlap",0.400,deterministic,"Deterministic match: shared_person, tag_overlap",donald trump,
ART-0334,ART-0401,"shared_person, tag_overlap",0.400,deterministic,"Deterministic match: shared_person, tag_overlap",donald trump,
ART-0334,ART-0402,same_category,0.200,deterministic,Deterministic match: same_category,,
ART-0334,ART-0403,shared_person,0.300,deterministic,Deterministic match: shared_person,donald trump,
ART-0334,ART-0404,shared_person,0.300,deterministic,Deterministic match: shared_person,donald trump,
ART-0334,ART-0407,shared_person,0.300,deterministic,Deterministic match: shared_person,donald trump,
ART-0334,ART-0408,"shared_person, same_category",0.500,deterministic,"Deterministic match: shared_person, same_category",donald trump,
ART-0334,ART-0409,"shared_person, same_category",0.500,deterministic,"Deterministic match: shared_person, same_category",donald trump,
ART-0334,ART-0410,same_category,0.200,deterministic,Deterministic match: same_category,,
ART-0334,ART-0411,shared_person,0.300,deterministic,Deterministic match: shared_person,donald trump,
ART-0334,ART-0412,shared_person,0.300,deterministic,Deterministic match: shared_person,donald trump,
ART-0334,ART-0413,same_category,0.200,deterministic,Deterministic match: same_category,,
ART-0334,ART-0414,shared_person,0.300,deterministic,Deterministic match: shared_person,donald trump,
ART-0334,ART-0415,shared_person,0.300,deterministic,Deterministic match: shared_person,donald trump,
ART-0334,ART-0416,same_category,0.200,deterministic,Deterministic match: same_category,,
ART-0334,ART-0418,"shared_person, tag_overlap",0.400,deterministic,"Deterministic match: shared_person, tag_overlap",donald trump,
ART-0334,ART-0419,shared_person,0.300,deterministic,Deterministic match: shared_person,donald trump,
ART-0334,ART-0421,shared_person,0.300,deterministic,Deterministic match: shared_person,donald trump,
ART-0334,ART-0426,"shared_person, same_category",0.500,deterministic,"Deterministic match: shared_person, same_category",donald trump,
ART-0334,ART-0428,shared_person,0.300,deterministic,Deterministic match: shared_person,donald trump,
ART-0334,ART-0430,"shared_person, same_category",0.500,deterministic,"Deterministic match: shared_person, same_category",donald trump,
ART-0335,ART-0342,content_similarity,0.804,embedding,Content similarity: 0.804,,
ART-0335,ART-0343,"tag_overlap, temporal_proximity",0.114,deterministic,"Deterministic match: tag_overlap, temporal_proximity",,
ART-0335,ART-0344,"same_category, temporal_proximity",0.229,deterministic,"Deterministic match: same_category, temporal_proximity",,
ART-0335,ART-0345,"same_category, temporal_proximity",0.214,deterministic,"Deterministic match: same_category, temporal_proximity",,
ART-0335,ART-0346,"shared_person, temporal_proximity",0.314,deterministic,"Deterministic match: shared_person, temporal_proximity",none,
ART-0335,ART-0348,"same_category, tag_overlap, temporal_proximity",0.300,deterministic,"Deterministic match: same_category, tag_overlap, temporal_proximity",,
ART-0335,ART-0349,"shared_person, tag_overlap, temporal_proximity",0.400,deterministic,"Deterministic match: shared_person, tag_overlap, temporal_proximity",none,
ART-0335,ART-0350,tag_overlap,0.100,deterministic,Deterministic match: tag_overlap,,
ART-0335,ART-0351,shared_person,0.300,deterministic,Deterministic match: shared_person,none,
ART-0335,ART-0358,content_similarity,0.637,embedding,Content similarity: 0.637,,
ART-0335,ART-0360,content_similarity,0.693,embedding,Content similarity: 0.693,,
ART-0335,ART-0363,content_similarity,0.679,embedding,Content similarity: 0.679,,
ART-0335,ART-0368,content_similarity,0.618,embedding,Content similarity: 0.618,,
ART-0335,ART-0369,tag_overlap,0.100,deterministic,Deterministic match: tag_overlap,,
ART-0335,ART-0371,tag_overlap,0.100,deterministic,Deterministic match: tag_overlap,,
ART-0335,ART-0375,same_category,0.200,deterministic,Deterministic match: same_category,,
ART-0335,ART-0390,content_similarity,0.771,embedding,Content similarity: 0.771,,
ART-0335,ART-0392,content_similarity,0.662,embedding,Content similarity: 0.662,,
ART-0335,ART-0398,"same_category, tag_overlap",0.300,deterministic,"Deterministic match: same_category, tag_overlap",,
ART-0335,ART-0402,"shared_person, shared_organization, same_category, tag_overlap",0.900,deterministic,"Deterministic match: shared_person, shared_organization, same_category, tag_overlap",none,congress
ART-0335,ART-0408,same_category,0.200,deterministic,Deterministic match: same_category,,
ART-0335,ART-0409,same_category,0.200,deterministic,Deterministic match: same_category,,
ART-0335,ART-0410,content_similarity,0.654,embedding,Content similarity: 0.654,,
ART-0335,ART-0413,same_category,0.200,deterministic,Deterministic match: same_category,,
ART-0335,ART-0416,content_similarity,0.643,embedding,Content similarity: 0.643,,
ART-0335,ART-0421,tag_overlap,0.100,deterministic,Deterministic match: tag_overlap,,
ART-0335,ART-0425,tag_overlap,0.100,deterministic,Deterministic match: tag_overlap,,
ART-0335,ART-0426,"same_category, tag_overlap",0.300,deterministic,"Deterministic match: same_category, tag_overlap",,
ART-0335,ART-0429,content_similarity,0.645,embedding,Content similarity: 0.645,,
ART-0335,ART-0430,content_similarity,0.641,embedding,Content similarity: 0.641,,
ART-0336,ART-0337,"shared_person, shared_organization, same_category, temporal_proximity",0.900,deterministic,"Deterministic match: shared_person, shared_organization, same_category, temporal_proximity",donald trump,fbi
ART-0336,ART-0338,"shared_person, same_category, temporal_proximity",0.586,deterministic,"Deterministic match: shared_person, same_category, temporal_proximity",donald trump,
ART-0336,ART-0340,"same_category, temporal_proximity",0.286,deterministic,"Deterministic match: same_category, temporal_proximity",,
ART-0336,ART-0343,"shared_person, same_category, temporal_proximity",0.543,deterministic,"Deterministic match: shared_person, same_category, temporal_proximity",donald trump,
ART-0336,ART-0344,"shared_person, temporal_proximity",0.357,deterministic,"Deterministic match: shared_person, temporal_proximity",donald trump,
ART-0336,ART-0347,"shared_person, same_category, temporal_proximity",0.557,deterministic,"Deterministic match: shared_person, same_category, temporal_proximity",donald trump,
ART-0336,ART-0348,"shared_person, temporal_proximity",0.329,deterministic,"Deterministic match: shared_person, temporal_proximity",donald trump,
ART-0336,ART-0350,"shared_person, temporal_proximity",0.314,deterministic,"Deterministic match: shared_person, temporal_proximity",donald trump,
ART-0336,ART-0352,"shared_person, same_category, temporal_proximity",0.543,deterministic,"Deterministic match: shared_person, same_category, temporal_proximity",donald trump,
ART-0336,ART-0353,"shared_person, same_category",0.500,deterministic,"Deterministic match: shared_person, same_category",donald trump,
ART-0336,ART-0354,"shared_person, same_category",0.500,deterministic,"Deterministic match: shared_person, same_category",donald trump,
ART-0336,ART-0355,shared_person,0.300,deterministic,Deterministic match: shared_person,donald trump,
ART-0336,ART-0356,shared_organization,0.300,deterministic,Deterministic match: shared_organization,,fbi
ART-0336,ART-0357,shared_person,0.300,deterministic,Deterministic match: shared_person,donald trump,
ART-0336,ART-0359,"shared_person, same_category",0.500,deterministic,"Deterministic match: shared_person, same_category",donald trump,
ART-0336,ART-0360,shared_person,0.300,deterministic,Deterministic match: shared_person,donald trump,
ART-0336,ART-0361,"shared_person, same_category, tag_overlap",0.600,deterministic,"Deterministic match: shared_person, same_category, tag_overlap",donald trump,
ART-0336,ART-0362,shared_person,0.300,deterministic,Deterministic match: shared_person,donald trump,
ART-0336,ART-0363,shared_person,0.300,deterministic,Deterministic match: shared_person,donald trump,
ART-0336,ART-0364,shared_person,0.300,deterministic,Deterministic match: shared_person,donald trump,
ART-0336,ART-0365,"shared_person, same_category",0.500,deterministic,"Deterministic match: shared_person, same_category",donald trump,
ART-0336,ART-0366,shared_person,0.300,deterministic,Deterministic match: shared_person,donald trump,
ART-0336,ART-0367,shared_person,0.300,deterministic,Deterministic match: shared_person,donald trump,
ART-0336,ART-0370,"shared_person, shared_organization, same_category, tag_overlap",1.000,deterministic,"Deterministic match: shared_person, shared_organization, same_category, tag_overlap",donald trump,fbi
ART-0336,ART-0371,shared_person,0.300,deterministic,Deterministic match: shared_person,donald trump,
ART-0336,ART-0373,"shared_person, same_category",0.500,deterministic,"Deterministic match: shared_person, same_category",donald trump,
ART-0336,ART-0375,shared_person,0.300,deterministic,Deterministic match: shared_person,donald trump,
ART-0336,ART-0376,"shared_person, same_category",0.500,deterministic,"Deterministic match: shared_person, same_category",donald trump,
ART-0336,ART-0378,"shared_person, same_category",0.500,deterministic,"Deterministic match: shared_person, same_category",donald trump,
ART-0336,ART-0379,shared_person,0.300,deterministic,Deterministic match: shared_person,donald trump,
ART-0336,ART-0380,shared_person,0.300,deterministic,Deterministic match: shared_person,donald trump,
ART-0336,ART-0381,shared_person,0.300,deterministic,Deterministic match: shared_person,donald trump,
ART-0336,ART-0382,shared_person,0.300,deterministic,Deterministic match: shared_person,donald trump,
ART-0336,ART-0383,"shared_person, same_category",0.500,deterministic,"Deterministic match: shared_person, same_category",donald trump,
ART-0336,ART-0384,shared_person,0.300,deterministic,Deterministic match: shared_person,donald trump,
ART-0336,ART-0385,shared_person,0.300,deterministic,Deterministic match: shared_person,donald trump,
ART-0336,ART-0386,"shared_person, same_category, tag_overlap",0.600,deterministic,"Deterministic match: shared_person, same_category, tag_overlap",donald trump,
ART-0336,ART-0387,shared_person,0.300,deterministic,Deterministic match: shared_person,donald trump,
ART-0336,ART-0388,shared_person,0.300,deterministic,Deterministic match: shared_person,donald trump,
ART-0336,ART-0389,shared_person,0.300,deterministic,Deterministic match: shared_person,donald trump,
ART-0336,ART-0390,shared_person,0.300,deterministic,Deterministic match: shared_person,donald trump,
ART-0336,ART-0391,"shared_person, same_category",0.500,deterministic,"Deterministic match: shared_person, same_category",donald trump,
ART-0336,ART-0393,shared_person,0.300,deterministic,Deterministic match: shared_person,donald trump,
ART-0336,ART-0394,shared_person,0.300,deterministic,Deterministic match: shared_person,donald trump,
ART-0336,ART-0395,shared_person,0.300,deterministic,Deterministic match: shared_person,donald trump,
ART-0336,ART-0396,tag_overlap,0.100,deterministic,Deterministic match: tag_overlap,,
ART-0336,ART-0397,same_category,0.200,deterministic,Deterministic match: same_category,,
ART-0336,ART-0399,shared_person,0.300,deterministic,Deterministic match: shared_person,donald trump,
ART-0336,ART-0400,shared_person,0.300,deterministic,Deterministic match: shared_person,donald trump,
ART-0336,ART-0401,shared_person,0.300,deterministic,Deterministic match: shared_person,donald trump,
ART-0336,ART-0403,shared_person,0.300,deterministic,Deterministic match: shared_person,donald trump,
ART-0336,ART-0404,shared_person,0.300,deterministic,Deterministic match: shared_person,donald trump,
ART-0336,ART-0405,same_category,0.200,deterministic,Deterministic match: same_category,,
ART-0336,ART-0407,"shared_person, tag_overlap",0.400,deterministic,"Deterministic match: shared_person, tag_overlap",donald trump,
ART-0336,ART-0408,shared_person,0.300,deterministic,Deterministic match: shared_person,donald trump,
ART-0336,ART-0409,shared_person,0.300,deterministic,Deterministic match: shared_person,donald trump,
ART-0336,ART-0411,"shared_person, same_category",0.500,deterministic,"Deterministic match: shared_person, same_category",donald trump,
ART-0336,ART-0412,shared_person,0.300,deterministic,Deterministic match: shared_person,donald trump,
ART-0336,ART-0414,shared_person,0.300,deterministic,Deterministic match: shared_person,donald trump,
ART-0336,ART-0415,shared_person,0.300,deterministic,Deterministic match: shared_person,donald trump,
ART-0336,ART-0418,shared_person,0.300,deterministic,Deterministic match: shared_person,donald trump,
ART-0336,ART-0419,shared_person,0.300,deterministic,Deterministic match: shared_person,donald trump,
ART-0336,ART-0421,shared_person,0.300,deterministic,Deterministic match: shared_person,donald trump,
ART-0336,ART-0423,same_category,0.200,deterministic,Deterministic match: same_category,,
ART-0336,ART-0426,"shared_person, tag_overlap",0.400,deterministic,"Deterministic match: shared_person, tag_overlap",donald trump,
ART-0336,ART-0427,same_category,0.200,deterministic,Deterministic match: same_category,,
ART-0336,ART-0428,shared_person,0.300,deterministic,Deterministic match: shared_person,donald trump,
ART-0336,ART-0430,shared_person,0.300,deterministic,Deterministic match: shared_person,donald trump,
ART-0337,ART-0338,content_similarity,0.845,embedding,Content similarity: 0.845,,
ART-0337,ART-0340,"same_category, temporal_proximity",0.286,deterministic,"Deterministic match: same_category, temporal_proximity",,
ART-0337,ART-0343,"shared_person, same_category, temporal_proximity",0.543,deterministic,"Deterministic match: shared_person, same_category, temporal_proximity",donald trump,
ART-0337,ART-0344,"shared_person, temporal_proximity",0.357,deterministic,"Deterministic match: shared_person, temporal_proximity",donald trump,
ART-0337,ART-0347,content_similarity,0.720,embedding,Content similarity: 0.720,,
ART-0337,ART-0348,"shared_person, temporal_proximity",0.329,deterministic,"Deterministic match: shared_person, temporal_proximity",donald trump,
ART-0337,ART-0350,"shared_person, temporal_proximity",0.314,deterministic,"Deterministic match: shared_person, temporal_proximity",donald trump,
ART-0337,ART-0352,"shared_person, same_category, temporal_proximity",0.543,deterministic,"Deterministic match: shared_person, same_category, temporal_proximity",donald trump,
ART-0337,ART-0353,"shared_person, same_category",0.500,deterministic,"Deterministic match: shared_person, same_category",donald trump,
ART-0337,ART-0354,"shared_person, same_category",0.500,deterministic,"Deterministic match: shared_person, same_category",donald trump,
ART-0337,ART-0355,shared_person,0.300,deterministic,Deterministic match: shared_person,donald trump,
ART-0337,ART-0356,shared_organization,0.300,deterministic,Deterministic match: shared_organization,,fbi
ART-0337,ART-0357,shared_person,0.300,deterministic,Deterministic match: shared_person,donald trump,
ART-0337,ART-0359,"shared_person, same_category",0.500,deterministic,"Deterministic match: shared_person, same_category",donald trump,
ART-0337,ART-0360,shared_person,0.300,deterministic,Deterministic match: shared_person,donald trump,
ART-0337,ART-0361,"shared_person, same_category",0.500,deterministic,"Deterministic match: shared_person, same_category",donald trump,
ART-0337,ART-0362,shared_person,0.300,deterministic,Deterministic match: shared_person,donald trump,
ART-0337,ART-0363,shared_person,0.300,deterministic,Deterministic match: shared_person,donald trump,
ART-0337,ART-0364,"shared_person, shared_organization",0.600,deterministic,"Deterministic match: shared_person, shared_organization",donald trump,doj
ART-0337,ART-0365,"shared_person, same_category",0.500,deterministic,"Deterministic match: shared_person, same_category",donald trump,
ART-0337,ART-0366,shared_person,0.300,deterministic,Deterministic match: shared_person,donald trump,
ART-0337,ART-0367,shared_person,0.300,deterministic,Deterministic match: shared_person,donald trump,
ART-0337,ART-0370,"shared_person, shared_organization, same_category",1.000,deterministic,"Deterministic match: shared_person, shared_organization, same_category",donald trump,"fbi, doj"
ART-0337,ART-0371,shared_person,0.300,deterministic,Deterministic match: shared_person,donald trump,
ART-0337,ART-0373,"shared_person, same_category",0.500,deterministic,"Deterministic match: shared_person, same_category",donald trump,
ART-0337,ART-0375,shared_person,0.300,deterministic,Deterministic match: shared_person,donald trump,
ART-0337,ART-0376,"shared_person, same_category",0.500,deterministic,"Deterministic match: shared_person, same_category",donald trump,
ART-0337,ART-0378,"shared_person, same_category",0.500,deterministic,"Deterministic match: shared_person, same_category",donald trump,
ART-0337,ART-0379,shared_person,0.300,deterministic,Deterministic match: shared_person,donald trump,
ART-0337,ART-0380,shared_person,0.300,deterministic,Deterministic match: shared_person,donald trump,
ART-0337,ART-0381,shared_person,0.300,deterministic,Deterministic match: shared_person,donald trump,
ART-0337,ART-0382,shared_person,0.300,deterministic,Deterministic match: shared_person,donald trump,
ART-0337,ART-0383,"shared_person, same_category",0.500,deterministic,"Deterministic match: shared_person, same_category",donald trump,
ART-0337,ART-0384,shared_person,0.300,deterministic,Deterministic match: shared_person,donald trump,
ART-0337,ART-0385,shared_person,0.300,deterministic,Deterministic match: shared_person,donald trump,
ART-0337,ART-0386,"shared_person, same_category",0.500,deterministic,"Deterministic match: shared_person, same_category",donald trump,
ART-0337,ART-0387,shared_person,0.300,deterministic,Deterministic match: shared_person,donald trump,
ART-0337,ART-0388,"shared_person, shared_organization",0.600,deterministic,"Deterministic match: shared_person, shared_organization",donald trump,doj
ART-0337,ART-0389,shared_person,0.300,deterministic,Deterministic match: shared_person,donald trump,
ART-0337,ART-0390,shared_person,0.300,deterministic,Deterministic match: shared_person,donald trump,
ART-0337,ART-0391,"shared_person, same_category",0.500,deterministic,"Deterministic match: shared_person, same_category",donald trump,
ART-0337,ART-0393,shared_person,0.300,deterministic,Deterministic match: shared_person,donald trump,
ART-0337,ART-0394,shared_person,0.300,deterministic,Deterministic match: shared_person,donald trump,
ART-0337,ART-0395,"shared_person, shared_organization",0.600,deterministic,"Deterministic match: shared_person, shared_organization",donald trump,doj
ART-0337,ART-0397,same_category,0.200,deterministic,Deterministic match: same_category,,
ART-0337,ART-0399,shared_person,0.300,deterministic,Deterministic match: shared_person,donald trump,
ART-0337,ART-0400,shared_person,0.300,deterministic,Deterministic match: shared_person,donald trump,
ART-0337,ART-0401,shared_person,0.300,deterministic,Deterministic match: shared_person,donald trump,
ART-0337,ART-0403,shared_person,0.300,deterministic,Deterministic match: shared_person,donald trump,
ART-0337,ART-0404,shared_person,0.300,deterministic,Deterministic match: shared_person,donald trump,
ART-0337,ART-0405,same_category,0.200,deterministic,Deterministic match: same_category,,
ART-0337,ART-0407,shared_person,0.300,deterministic,Deterministic match: shared_person,donald trump,
ART-0337,ART-0408,shared_person,0.300,deterministic,Deterministic match: shared_person,donald trump,
ART-0337,ART-0409,shared_person,0.300,deterministic,Deterministic match: shared_person,donald trump,
ART-0337,ART-0411,"shared_person, same_category",0.500,deterministic,"Deterministic match: shared_person, same_category",donald trump,
ART-0337,ART-0412,shared_person,0.300,deterministic,Deterministic match: shared_person,donald trump,
ART-0337,ART-0414,shared_person,0.300,deterministic,Deterministic match: shared_person,donald trump,
ART-0337,ART-0415,shared_person,0.300,deterministic,Deterministic match: shared_person,donald trump,
ART-0337,ART-0417,shared_organization,0.300,deterministic,Deterministic match: shared_organization,,doj
ART-0337,ART-0418,shared_person,0.300,deterministic,Deterministic match: shared_person,donald trump,
ART-0337,ART-0419,shared_person,0.300,deterministic,Deterministic match: shared_person,donald trump,
ART-0337,ART-0421,shared_person,0.300,deterministic,Deterministic match: shared_person,donald trump,
ART-0337,ART-0423,same_category,0.200,deterministic,Deterministic match: same_category,,
ART-0337,ART-0426,shared_person,0.300,deterministic,Deterministic match: shared_person,donald trump,
ART-0337,ART-0427,same_category,0.200,deterministic,Deterministic match: same_category,,
ART-0337,ART-0428,shared_person,0.300,deterministic,Deterministic match: shared_person,donald trump,
ART-0337,ART-0430,shared_person,0.300,deterministic,Deterministic match: shared_person,donald trump,
ART-0338,ART-0339,"shared_person, temporal_proximity",0.386,deterministic,"Deterministic match: shared_person, temporal_proximity",charlie kirk,
ART-0338,ART-0340,"same_category, temporal_proximity",0.271,deterministic,"Deterministic match: same_category, temporal_proximity",,
ART-0338,ART-0343,"shared_person, same_category, temporal_proximity",0.529,deterministic,"Deterministic match: shared_person, same_category, temporal_proximity",donald trump,
ART-0338,ART-0344,"shared_person, temporal_proximity",0.343,deterministic,"Deterministic match: shared_person, temporal_proximity",donald trump,
ART-0338,ART-0347,content_similarity,0.680,embedding,Content similarity: 0.680,,
ART-0338,ART-0348,"shared_person, tag_overlap, temporal_proximity",0.414,deterministic,"Deterministic match: shared_person, tag_overlap, temporal_proximity",donald trump,
ART-0338,ART-0350,"shared_person, temporal_proximity",0.300,deterministic,"Deterministic match: shared_person, temporal_proximity",donald trump,
ART-0338,ART-0352,"shared_person, same_category, temporal_proximity",0.529,deterministic,"Deterministic match: shared_person, same_category, temporal_proximity",donald trump,
ART-0338,ART-0353,"shared_person, same_category",0.500,deterministic,"Deterministic match: shared_person, same_category",donald trump,
ART-0338,ART-0354,"shared_person, same_category",0.500,deterministic,"Deterministic match: shared_person, same_category",donald trump,
ART-0338,ART-0355,shared_person,0.300,deterministic,Deterministic match: shared_person,donald trump,
ART-0338,ART-0357,shared_person,0.300,deterministic,Deterministic match: shared_person,donald trump,
ART-0338,ART-0359,"shared_person, same_category",0.500,deterministic,"Deterministic match: shared_person, same_category",donald trump,
ART-0338,ART-0360,shared_person,0.300,deterministic,Deterministic match: shared_person,donald trump,
ART-0338,ART-0361,"shared_person, same_category",0.500,deterministic,"Deterministic match: shared_person, same_category",donald trump,
ART-0338,ART-0362,shared_person,0.300,deterministic,Deterministic match: shared_person,donald trump,
ART-0338,ART-0363,shared_person,0.300,deterministic,Deterministic match: shared_person,donald trump,
ART-0338,ART-0364,shared_person,0.300,deterministic,Deterministic match: shared_person,donald trump,
ART-0338,ART-0365,"shared_person, same_category",0.500,deterministic,"Deterministic match: shared_person, same_category",donald trump,
ART-0338,ART-0366,shared_person,0.300,deterministic,Deterministic match: shared_person,donald trump,
ART-0338,ART-0367,shared_person,0.300,deterministic,Deterministic match: shared_person,donald trump,
ART-0338,ART-0368,tag_overlap,0.100,deterministic,Deterministic match: tag_overlap,,
ART-0338,ART-0370,"shared_person, same_category",0.500,deterministic,"Deterministic match: shared_person, same_category",donald trump,
ART-0338,ART-0371,shared_person,0.300,deterministic,Deterministic match: shared_person,donald trump,
ART-0338,ART-0373,"shared_person, same_category",0.500,deterministic,"Deterministic match: shared_person, same_category",donald trump,
ART-0338,ART-0375,shared_person,0.300,deterministic,Deterministic match: shared_person,donald trump,
ART-0338,ART-0376,"shared_person, same_category",0.500,deterministic,"Deterministic match: shared_person, same_category",donald trump,
ART-0338,ART-0378,"shared_person, same_category, tag_overlap",0.600,deterministic,"Deterministic match: shared_person, same_category, tag_overlap",donald trump,
ART-0338,ART-0379,shared_person,0.300,deterministic,Deterministic match: shared_person,donald trump,
ART-0338,ART-0380,shared_person,0.300,deterministic,Deterministic match: shared_person,donald trump,
ART-0338,ART-0381,shared_person,0.300,deterministic,Deterministic match: shared_person,donald trump,
ART-0338,ART-0382,shared_person,0.300,deterministic,Deterministic match: shared_person,donald trump,
ART-0338,ART-0383,"shared_person, same_category",0.500,deterministic,"Deterministic match: shared_person, same_category",donald trump,
ART-0338,ART-0384,shared_person,0.300,deterministic,Deterministic match: shared_person,donald trump,
ART-0338,ART-0385,shared_person,0.300,deterministic,Deterministic match: shared_person,donald trump,
ART-0338,ART-0386,"shared_person, same_category",0.500,deterministic,"Deterministic match: shared_person, same_category",donald trump,
ART-0338,ART-0387,shared_person,0.300,deterministic,Deterministic match: shared_person,donald trump,
ART-0338,ART-0388,shared_person,0.300,deterministic,Deterministic match: shared_person,donald trump,
ART-0338,ART-0389,shared_person,0.300,deterministic,Deterministic match: shared_person,donald trump,
ART-0338,ART-0390,shared_person,0.300,deterministic,Deterministic match: shared_person,donald trump,
ART-0338,ART-0391,"shared_person, same_category",0.500,deterministic,"Deterministic match: shared_person, same_category",donald trump,
ART-0338,ART-0393,shared_person,0.300,deterministic,Deterministic match: shared_person,donald trump,
ART-0338,ART-0394,shared_person,0.300,deterministic,Deterministic match: shared_person,donald trump,
ART-0338,ART-0395,shared_person,0.300,deterministic,Deterministic match: shared_person,donald trump,
ART-0338,ART-0397,same_category,0.200,deterministic,Deterministic match: same_category,,
ART-0338,ART-0399,shared_person,0.300,deterministic,Deterministic match: shared_person,donald trump,
ART-0338,ART-0400,shared_person,0.300,deterministic,Deterministic match: shared_person,donald trump,
ART-0338,ART-0401,shared_person,0.300,deterministic,Deterministic match: shared_person,donald trump,
ART-0338,ART-0403,shared_person,0.300,deterministic,Deterministic match: shared_person,donald trump,
ART-0338,ART-0404,shared_person,0.300,deterministic,Deterministic match: shared_person,donald trump,
ART-0338,ART-0405,same_category,0.200,deterministic,Deterministic match: same_category,,
ART-0338,ART-0407,shared_person,0.300,deterministic,Deterministic match: shared_person,donald trump,
ART-0338,ART-0408,shared_person,0.300,deterministic,Deterministic match: shared_person,donald trump,
ART-0338,ART-0409,shared_person,0.300,deterministic,Deterministic match: shared_person,donald trump,
ART-0338,ART-0411,"shared_person, same_category",0.500,deterministic,"Deterministic match: shared_person, same_category",donald trump,
ART-0338,ART-0412,shared_person,0.300,deterministic,Deterministic match: shared_person,donald trump,
ART-0338,ART-0414,shared_person,0.300,deterministic,Deterministic match: shared_person,donald trump,
ART-0338,ART-0415,shared_person,0.300,deterministic,Deterministic match: shared_person,donald trump,
ART-0338,ART-0418,shared_person,0.300,deterministic,Deterministic match: shared_person,donald trump,
ART-0338,ART-0419,shared_person,0.300,deterministic,Deterministic match: shared_person,donald trump,
ART-0338,ART-0420,tag_overlap,0.100,deterministic,Deterministic match: tag_overlap,,
ART-0338,ART-0421,shared_person,0.300,deterministic,Deterministic match: shared_person,donald trump,
ART-0338,ART-0423,same_category,0.200,deterministic,Deterministic match: same_category,,
ART-0338,ART-0426,shared_person,0.300,deterministic,Deterministic match: shared_person,donald trump,
ART-0338,ART-0427,same_category,0.200,deterministic,Deterministic match: same_category,,
ART-0338,ART-0428,shared_person,0.300,deterministic,Deterministic match: shared_person,donald trump,
ART-0338,ART-0430,shared_person,0.300,deterministic,Deterministic match: shared_person,donald trump,
ART-0339,ART-0347,"tag_overlap, temporal_proximity",0.157,deterministic,"Deterministic match: tag_overlap, temporal_proximity",,
ART-0339,ART-0369,same_category,0.200,deterministic,Deterministic match: same_category,,
ART-0339,ART-0379,same_category,0.200,deterministic,Deterministic match: same_category,,
ART-0339,ART-0380,"same_category, tag_overlap",0.300,deterministic,"Deterministic match: same_category, tag_overlap",,
ART-0339,ART-0381,"same_category, tag_overlap",0.300,deterministic,"Deterministic match: same_category, tag_overlap",,
ART-0339,ART-0424,same_category,0.200,deterministic,Deterministic match: same_category,,
ART-0340,ART-0343,"same_category, temporal_proximity",0.257,deterministic,"Deterministic match: same_category, temporal_proximity",,
ART-0340,ART-0347,"same_category, temporal_proximity",0.271,deterministic,"Deterministic match: same_category, temporal_proximity",,
ART-0340,ART-0352,"same_category, temporal_proximity",0.257,deterministic,"Deterministic match: same_category, temporal_proximity",,
ART-0340,ART-0353,same_category,0.200,deterministic,Deterministic match: same_category,,
ART-0340,ART-0354,same_category,0.200,deterministic,Deterministic match: same_category,,
ART-0340,ART-0357,shared_organization,0.300,deterministic,Deterministic match: shared_organization,,n/a
ART-0340,ART-0359,same_category,0.200,deterministic,Deterministic match: same_category,,
ART-0340,ART-0361,same_category,0.200,deterministic,Deterministic match: same_category,,
ART-0340,ART-0365,same_category,0.200,deterministic,Deterministic match: same_category,,
ART-0340,ART-0370,same_category,0.200,deterministic,Deterministic match: same_category,,
ART-0340,ART-0373,same_category,0.200,deterministic,Deterministic match: same_category,,
ART-0340,ART-0376,same_category,0.200,deterministic,Deterministic match: same_category,,
ART-0340,ART-0378,same_category,0.200,deterministic,Deterministic match: same_category,,
